entry,at,order
"""Vaibhav @ d9aWWonCb9"" bets 2000",2020-12-17T21:02:54.152Z,160823897415300
"river: 10♠, 9♥, 10♣, Q♠ [6♠]",2020-12-17T21:02:47.418Z,160823896742500
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T21:02:46.610Z,160823896661100
"""Wilson @ juRPq4TIwB"" calls 800",2020-12-17T21:02:45.693Z,160823896569400
"""Vaibhav @ d9aWWonCb9"" bets 800",2020-12-17T21:02:40.331Z,160823896033100
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T21:02:38.042Z,160823895804300
"turn: 10♠, 9♥, 10♣ [Q♠]",2020-12-17T21:02:08.021Z,160823892802300
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T21:02:07.214Z,160823892721500
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T21:01:39.442Z,160823889944300
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T21:01:35.804Z,160823889580500
"flop:  [10♠, 9♥, 10♣]",2020-12-17T21:01:07.483Z,160823886748400
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T21:01:06.678Z,160823886667900
"""Solenya @ Cm7T72VOne"" calls 800",2020-12-17T21:01:04.033Z,160823886403400
"""Wilson @ juRPq4TIwB"" calls 800",2020-12-17T21:01:03.113Z,160823886311400
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:00:54.170Z,160823885417100
"""Vaibhav @ d9aWWonCb9"" posts a big blind of 800",2020-12-17T21:00:48.115Z,160823884811607
"""Solenya @ Cm7T72VOne"" posts a small blind of 400",2020-12-17T21:00:48.115Z,160823884811606
"Your hand is 8♦, 2♦",2020-12-17T21:00:48.115Z,160823884811603
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (70662) | #2 ""Solenya @ Cm7T72VOne"" (67777) | #4 ""Vaibhav @ d9aWWonCb9"" (29260) | #6 ""Leon @ FBmvb3C6ih"" (42301)",2020-12-17T21:00:48.115Z,160823884811601
"-- starting hand #56  (No Limit Texas Hold'em) (dealer: ""Wilson @ juRPq4TIwB"") --",2020-12-17T21:00:48.115Z,160823884811600
"""Leon @ FBmvb3C6ih"" shows a J♦, 2♦.",2020-12-17T21:00:45.705Z,160823884570600
"-- ending hand #55 --",2020-12-17T21:00:44.479Z,160823884448502
"""Leon @ FBmvb3C6ih"" collected 8400 from pot",2020-12-17T21:00:44.479Z,160823884448501
"Uncalled bet of 4200 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T21:00:44.479Z,160823884448500
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T21:00:43.656Z,160823884365700
"""Leon @ FBmvb3C6ih"" bets 4200",2020-12-17T21:00:36.172Z,160823883617300
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T21:00:32.184Z,160823883218500
"turn: J♣, 8♦, 7♦ [9♥]",2020-12-17T21:00:28.304Z,160823882830500
"""Solenya @ Cm7T72VOne"" calls 3200",2020-12-17T21:00:27.498Z,160823882749900
"""Leon @ FBmvb3C6ih"" raises to 3200",2020-12-17T21:00:23.979Z,160823882398000
"""Solenya @ Cm7T72VOne"" bets 1600",2020-12-17T21:00:20.770Z,160823882077000
"flop:  [J♣, 8♦, 7♦]",2020-12-17T21:00:00.511Z,160823880051300
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T20:59:59.703Z,160823879970400
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:59:49.753Z,160823878975300
"""Leon @ FBmvb3C6ih"" calls 800",2020-12-17T20:59:40.012Z,160823878001300
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:59:35.480Z,160823877548100
"""Solenya @ Cm7T72VOne"" posts a big blind of 800",2020-12-17T20:59:31.716Z,160823877171707
"""Wilson @ juRPq4TIwB"" posts a small blind of 400",2020-12-17T20:59:31.716Z,160823877171706
"Your hand is 8♥, Q♣",2020-12-17T20:59:31.716Z,160823877171703
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (71062) | #2 ""Solenya @ Cm7T72VOne"" (71777) | #4 ""Vaibhav @ d9aWWonCb9"" (29260) | #6 ""Leon @ FBmvb3C6ih"" (37901)",2020-12-17T20:59:31.716Z,160823877171701
"-- starting hand #55  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T20:59:31.716Z,160823877171700
"-- ending hand #54 --",2020-12-17T20:59:28.804Z,160823876880502
"""Solenya @ Cm7T72VOne"" collected 2400 from pot",2020-12-17T20:59:28.804Z,160823876880501
"Uncalled bet of 800 returned to ""Solenya @ Cm7T72VOne""",2020-12-17T20:59:28.804Z,160823876880500
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:59:27.991Z,160823876799100
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T20:59:22.280Z,160823876228000
"""Solenya @ Cm7T72VOne"" bets 800",2020-12-17T20:59:17.377Z,160823875737800
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T20:58:52.745Z,160823873274600
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T20:58:47.054Z,160823872705500
"turn: A♦, A♠, 10♥ [9♠]",2020-12-17T20:58:43.693Z,160823872369500
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T20:58:42.872Z,160823872287300
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T20:58:12.018Z,160823869201900
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T20:57:56.137Z,160823867614000
"flop:  [A♦, A♠, 10♥]",2020-12-17T20:57:54.124Z,160823867412500
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T20:57:53.308Z,160823867330900
"""Leon @ FBmvb3C6ih"" calls 800",2020-12-17T20:57:52.365Z,160823867236600
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:57:51.433Z,160823867143400
"""Solenya @ Cm7T72VOne"" calls 800",2020-12-17T20:57:49.311Z,160823866931200
"""Wilson @ juRPq4TIwB"" posts a big blind of 800",2020-12-17T20:57:34.930Z,160823865493107
"""Leon @ FBmvb3C6ih"" posts a small blind of 400",2020-12-17T20:57:34.930Z,160823865493106
"Your hand is 9♣, Q♣",2020-12-17T20:57:34.930Z,160823865493103
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (71862) | #2 ""Solenya @ Cm7T72VOne"" (70177) | #4 ""Vaibhav @ d9aWWonCb9"" (29260) | #6 ""Leon @ FBmvb3C6ih"" (38701)",2020-12-17T20:57:34.930Z,160823865493101
"-- starting hand #54  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T20:57:34.930Z,160823865493100
"-- ending hand #53 --",2020-12-17T20:57:27.897Z,160823864789903
"""Leon @ FBmvb3C6ih"" shows a 3♥, 2♥.",2020-12-17T20:57:27.897Z,160823864789902
"""Wilson @ juRPq4TIwB"" collected 60000 from pot with Three of a Kind, J's (combination: J♠, J♣, J♦, 9♠, 4♦)",2020-12-17T20:57:27.897Z,160823864789901
"""Wilson @ juRPq4TIwB"" shows a J♠, 9♠.",2020-12-17T20:57:27.897Z,160823864789900
"""Wilson @ juRPq4TIwB"" calls 20000",2020-12-17T20:57:27.084Z,160823864708500
"""Leon @ FBmvb3C6ih"" bets 20000",2020-12-17T20:57:24.127Z,160823864412800
"river: J♣, 3♣, 2♣, 4♦ [J♦]",2020-12-17T20:57:19.606Z,160823863960800
"""Wilson @ juRPq4TIwB"" calls 6000",2020-12-17T20:57:18.799Z,160823863880000
"""Leon @ FBmvb3C6ih"" bets 6000",2020-12-17T20:57:14.911Z,160823863491200
"turn: J♣, 3♣, 2♣ [4♦]",2020-12-17T20:57:09.980Z,160823862998100
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:57:09.173Z,160823862917400
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:57:08.097Z,160823862809700
"""Wilson @ juRPq4TIwB"" calls 2400",2020-12-17T20:57:06.471Z,160823862647100
"""Leon @ FBmvb3C6ih"" bets 2400",2020-12-17T20:56:51.799Z,160823861180000
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T20:56:48.689Z,160823860869000
"flop:  [J♣, 3♣, 2♣]",2020-12-17T20:56:45.570Z,160823860557100
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T20:56:44.763Z,160823860476400
"""Vaibhav @ d9aWWonCb9"" calls 800",2020-12-17T20:56:41.182Z,160823860118300
"""Solenya @ Cm7T72VOne"" calls 800",2020-12-17T20:56:37.836Z,160823859783700
"""Wilson @ juRPq4TIwB"" calls 800",2020-12-17T20:56:36.145Z,160823859614600
"""Leon @ FBmvb3C6ih"" posts a big blind of 800",2020-12-17T20:56:34.457Z,160823859445807
"""Vaibhav @ d9aWWonCb9"" posts a small blind of 400",2020-12-17T20:56:34.457Z,160823859445806
"Your hand is 8♦, Q♣",2020-12-17T20:56:34.457Z,160823859445803
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (41062) | #2 ""Solenya @ Cm7T72VOne"" (70977) | #4 ""Vaibhav @ d9aWWonCb9"" (30060) | #6 ""Leon @ FBmvb3C6ih"" (67901)",2020-12-17T20:56:34.457Z,160823859445801
"-- starting hand #53  (No Limit Texas Hold'em) (dealer: ""Solenya @ Cm7T72VOne"") --",2020-12-17T20:56:34.457Z,160823859445800
"-- ending hand #52 --",2020-12-17T20:56:31.536Z,160823859153602
"""Wilson @ juRPq4TIwB"" collected 2400 from pot",2020-12-17T20:56:31.536Z,160823859153601
"Uncalled bet of 2400 returned to ""Wilson @ juRPq4TIwB""",2020-12-17T20:56:31.536Z,160823859153600
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:56:30.723Z,160823859072300
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:56:29.687Z,160823858968800
"""Wilson @ juRPq4TIwB"" bets 2400",2020-12-17T20:56:14.919Z,160823857492000
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T20:56:00.821Z,160823856082200
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T20:55:57.700Z,160823855770300
"flop:  [6♦, Q♠, 5♥]",2020-12-17T20:55:29.438Z,160823852943900
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T20:55:28.603Z,160823852861800
"""Solenya @ Cm7T72VOne"" calls 800",2020-12-17T20:55:26.216Z,160823852621700
"""Wilson @ juRPq4TIwB"" calls 800",2020-12-17T20:55:03.791Z,160823850379200
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T20:54:58.071Z,160823849807200
"""Vaibhav @ d9aWWonCb9"" posts a big blind of 800",2020-12-17T20:54:50.542Z,160823849055408
"""Solenya @ Cm7T72VOne"" posts a small blind of 400",2020-12-17T20:54:50.542Z,160823849055407
"Your hand is 9♣, 4♥",2020-12-17T20:54:50.542Z,160823849055404
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (39462) | #2 ""Solenya @ Cm7T72VOne"" (71777) | #4 ""Vaibhav @ d9aWWonCb9"" (30860) | #6 ""Leon @ FBmvb3C6ih"" (67901)",2020-12-17T20:54:50.542Z,160823849055402
"-- starting hand #52  (No Limit Texas Hold'em) (dealer: ""Wilson @ juRPq4TIwB"") --",2020-12-17T20:54:50.542Z,160823849055401
"The player ""dajafa @ 3lqztn0PtJ"" quits the game with a stack of 0.",2020-12-17T20:54:50.542Z,160823849055400
"-- ending hand #51 --",2020-12-17T20:54:44.507Z,160823848450901
"""Leon @ FBmvb3C6ih"" collected 64530 from pot with Flush, Kh High (combination: K♥, 10♥, 9♥, 8♥, 3♥)",2020-12-17T20:54:44.507Z,160823848450900
"river: 6♠, 3♥, 8♥, K♥ [9♠]",2020-12-17T20:54:41.471Z,160823848147800
"""dajafa @ 3lqztn0PtJ"" shows a A♠, 8♦.",2020-12-17T20:54:38.451Z,160823847845202
"""Leon @ FBmvb3C6ih"" shows a 9♥, 10♥.",2020-12-17T20:54:38.451Z,160823847845201
"Uncalled bet of 3371 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T20:54:38.451Z,160823847845200
"""dajafa @ 3lqztn0PtJ"" calls 16865 and go all in",2020-12-17T20:54:37.642Z,160823847764300
"""Leon @ FBmvb3C6ih"" bets 20236 and go all in",2020-12-17T20:54:35.903Z,160823847590400
"turn: 6♠, 3♥, 8♥ [K♥]",2020-12-17T20:54:30.854Z,160823847085600
"""Leon @ FBmvb3C6ih"" calls 11750",2020-12-17T20:54:30.047Z,160823847004800
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:54:28.211Z,160823846821300
"""dajafa @ 3lqztn0PtJ"" raises to 11750",2020-12-17T20:54:27.286Z,160823846728700
"""Leon @ FBmvb3C6ih"" bets 5475",2020-12-17T20:54:24.140Z,160823846414100
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T20:54:19.419Z,160823845942000
"flop:  [6♠, 3♥, 8♥]",2020-12-17T20:54:08.317Z,160823844831800
"""Solenya @ Cm7T72VOne"" calls 2300",2020-12-17T20:54:07.508Z,160823844750900
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:54:00.703Z,160823844070400
"""dajafa @ 3lqztn0PtJ"" calls 2300",2020-12-17T20:53:57.125Z,160823843712600
"""Leon @ FBmvb3C6ih"" raises to 2300",2020-12-17T20:53:54.458Z,160823843445900
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:53:49.617Z,160823842961800
"""Solenya @ Cm7T72VOne"" posts a big blind of 800",2020-12-17T20:53:40.170Z,160823842017210
"""Wilson @ juRPq4TIwB"" posts a small blind of 400",2020-12-17T20:53:40.170Z,160823842017209
"Your hand is 7♦, K♠",2020-12-17T20:53:40.170Z,160823842017205
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (39862) | #2 ""Solenya @ Cm7T72VOne"" (74077) | #4 ""Vaibhav @ d9aWWonCb9"" (30860) | #6 ""Leon @ FBmvb3C6ih"" (34286) | #9 ""dajafa @ 3lqztn0PtJ"" (30915)",2020-12-17T20:53:40.170Z,160823842017203
"-- starting hand #51  (No Limit Texas Hold'em) (dealer: ""dajafa @ 3lqztn0PtJ"") --",2020-12-17T20:53:40.170Z,160823842017202
"The game's big blind was changed from 500 to 800.",2020-12-17T20:53:40.170Z,160823842017201
"The game's small blind was changed from 250 to 400.",2020-12-17T20:53:40.170Z,160823842017200
"-- ending hand #50 --",2020-12-17T20:53:37.241Z,160823841724202
"""dajafa @ 3lqztn0PtJ"" collected 1000 from pot",2020-12-17T20:53:37.241Z,160823841724201
"Uncalled bet of 1000 returned to ""dajafa @ 3lqztn0PtJ""",2020-12-17T20:53:37.241Z,160823841724200
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:53:36.433Z,160823841643400
"""dajafa @ 3lqztn0PtJ"" bets 1000",2020-12-17T20:53:18.634Z,160823839863500
"flop:  [5♦, Q♦, 8♠]",2020-12-17T20:53:03.028Z,160823838304300
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T20:53:02.221Z,160823838222200
"""dajafa @ 3lqztn0PtJ"" calls 500",2020-12-17T20:53:01.278Z,160823838127900
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T20:52:56.733Z,160823837673400
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:52:55.800Z,160823837580100
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:52:53.214Z,160823837321500
"""Wilson @ juRPq4TIwB"" posts a big blind of 500",2020-12-17T20:52:32.650Z,160823835265108
"""dajafa @ 3lqztn0PtJ"" posts a small blind of 250",2020-12-17T20:52:32.650Z,160823835265107
"Your hand is 2♠, Q♣",2020-12-17T20:52:32.650Z,160823835265103
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (40362) | #2 ""Solenya @ Cm7T72VOne"" (74077) | #4 ""Vaibhav @ d9aWWonCb9"" (30860) | #6 ""Leon @ FBmvb3C6ih"" (34286) | #9 ""dajafa @ 3lqztn0PtJ"" (30415)",2020-12-17T20:52:32.650Z,160823835265101
"-- starting hand #50  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T20:52:32.650Z,160823835265100
"-- ending hand #49 --",2020-12-17T20:52:29.735Z,160823834973602
"""Wilson @ juRPq4TIwB"" collected 7500 from pot",2020-12-17T20:52:29.735Z,160823834973601
"Uncalled bet of 5625 returned to ""Wilson @ juRPq4TIwB""",2020-12-17T20:52:29.735Z,160823834973600
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T20:52:28.928Z,160823834892900
"""Wilson @ juRPq4TIwB"" bets 5625",2020-12-17T20:52:24.955Z,160823834495600
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T20:52:20.808Z,160823834080900
"river: J♣, J♥, 3♥, K♣ [6♣]",2020-12-17T20:52:15.830Z,160823833583800
"""Wilson @ juRPq4TIwB"" calls 2250",2020-12-17T20:52:15.015Z,160823833501600
"""Leon @ FBmvb3C6ih"" bets 2250",2020-12-17T20:52:12.743Z,160823833274400
"turn: J♣, J♥, 3♥ [K♣]",2020-12-17T20:52:07.887Z,160823832789700
"""Wilson @ juRPq4TIwB"" calls 750",2020-12-17T20:52:07.081Z,160823832708200
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:52:00.044Z,160823832004400
"""Leon @ FBmvb3C6ih"" bets 750",2020-12-17T20:51:58.218Z,160823831821800
"flop:  [J♣, J♥, 3♥]",2020-12-17T20:51:49.405Z,160823830940600
"""dajafa @ 3lqztn0PtJ"" checks",2020-12-17T20:51:48.591Z,160823830859200
"""Leon @ FBmvb3C6ih"" calls 500",2020-12-17T20:51:46.258Z,160823830625800
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:51:45.329Z,160823830533000
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:51:44.292Z,160823830429300
"""Wilson @ juRPq4TIwB"" calls 500",2020-12-17T20:51:28.567Z,160823828856700
"""dajafa @ 3lqztn0PtJ"" posts a big blind of 500",2020-12-17T20:51:25.354Z,160823828535508
"""Leon @ FBmvb3C6ih"" posts a small blind of 250",2020-12-17T20:51:25.354Z,160823828535507
"Your hand is 4♣, 2♠",2020-12-17T20:51:25.354Z,160823828535503
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (36362) | #2 ""Solenya @ Cm7T72VOne"" (74077) | #4 ""Vaibhav @ d9aWWonCb9"" (30860) | #6 ""Leon @ FBmvb3C6ih"" (37786) | #9 ""dajafa @ 3lqztn0PtJ"" (30915)",2020-12-17T20:51:25.354Z,160823828535501
"-- starting hand #49  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T20:51:25.354Z,160823828535500
"-- ending hand #48 --",2020-12-17T20:51:22.403Z,160823828240502
"""Solenya @ Cm7T72VOne"" collected 5375 from pot",2020-12-17T20:51:22.403Z,160823828240501
"Uncalled bet of 1500 returned to ""Solenya @ Cm7T72VOne""",2020-12-17T20:51:22.403Z,160823828240500
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T20:51:21.594Z,160823828159400
"""Solenya @ Cm7T72VOne"" bets 1500",2020-12-17T20:51:17.516Z,160823827751600
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T20:51:09.817Z,160823826981800
"turn: Q♠, 7♦, Q♥ [A♠]",2020-12-17T20:51:07.221Z,160823826722400
"""Solenya @ Cm7T72VOne"" calls 500",2020-12-17T20:51:06.408Z,160823826640900
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:51:05.232Z,160823826523300
"""Leon @ FBmvb3C6ih"" bets 500",2020-12-17T20:51:02.238Z,160823826223900
"flop:  [Q♠, 7♦, Q♥]",2020-12-17T20:50:57.550Z,160823825755100
"""Solenya @ Cm7T72VOne"" calls 1375",2020-12-17T20:50:56.740Z,160823825674100
"""dajafa @ 3lqztn0PtJ"" calls 1375",2020-12-17T20:50:44.882Z,160823824488300
"""Leon @ FBmvb3C6ih"" raises to 1375",2020-12-17T20:50:38.263Z,160823823826300
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:50:29.526Z,160823822952700
"""Solenya @ Cm7T72VOne"" calls 500",2020-12-17T20:50:27.249Z,160823822725000
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:50:26.241Z,160823822624400
"""dajafa @ 3lqztn0PtJ"" calls 500",2020-12-17T20:50:21.317Z,160823822131700
"""Leon @ FBmvb3C6ih"" posts a big blind of 500",2020-12-17T20:50:17.803Z,160823821780408
"""Vaibhav @ d9aWWonCb9"" posts a small blind of 250",2020-12-17T20:50:17.803Z,160823821780407
"Your hand is 2♠, A♣",2020-12-17T20:50:17.803Z,160823821780403
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (36362) | #2 ""Solenya @ Cm7T72VOne"" (70577) | #4 ""Vaibhav @ d9aWWonCb9"" (31110) | #6 ""Leon @ FBmvb3C6ih"" (39661) | #9 ""dajafa @ 3lqztn0PtJ"" (32290)",2020-12-17T20:50:17.803Z,160823821780401
"-- starting hand #48  (No Limit Texas Hold'em) (dealer: ""Solenya @ Cm7T72VOne"") --",2020-12-17T20:50:17.803Z,160823821780400
"-- ending hand #47 --",2020-12-17T20:50:11.275Z,160823821127702
"""Solenya @ Cm7T72VOne"" collected 3000 from pot with Pair, 9's (combination: 9♠, 9♥, A♦, J♣, 7♠)",2020-12-17T20:50:11.275Z,160823821127701
"""Solenya @ Cm7T72VOne"" shows a 9♠, J♣.",2020-12-17T20:50:11.275Z,160823821127700
"""Vaibhav @ d9aWWonCb9"" calls 500",2020-12-17T20:50:10.468Z,160823821046900
"""Solenya @ Cm7T72VOne"" bets 500",2020-12-17T20:50:08.886Z,160823820888700
"river: A♦, 3♠, 4♦, 9♥ [7♠]",2020-12-17T20:50:06.019Z,160823820602200
"""Vaibhav @ d9aWWonCb9"" calls 500",2020-12-17T20:50:05.214Z,160823820521500
"""Solenya @ Cm7T72VOne"" bets 500",2020-12-17T20:50:03.381Z,160823820338500
"turn: A♦, 3♠, 4♦ [9♥]",2020-12-17T20:49:48.874Z,160823818887600
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T20:49:48.069Z,160823818807000
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T20:49:46.350Z,160823818635100
"flop:  [A♦, 3♠, 4♦]",2020-12-17T20:49:20.017Z,160823816002400
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T20:49:19.206Z,160823815920600
"""Solenya @ Cm7T72VOne"" calls 500",2020-12-17T20:49:13.313Z,160823815331400
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:49:12.087Z,160823815208800
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:49:11.161Z,160823815116200
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T20:48:41.459Z,160823812146000
"""Vaibhav @ d9aWWonCb9"" posts a big blind of 500",2020-12-17T20:48:30.194Z,160823811019808
"""Solenya @ Cm7T72VOne"" posts a small blind of 250",2020-12-17T20:48:30.194Z,160823811019807
"Your hand is 9♠, J♣",2020-12-17T20:48:30.194Z,160823811019803
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (36362) | #2 ""Solenya @ Cm7T72VOne"" (69077) | #4 ""Vaibhav @ d9aWWonCb9"" (32610) | #6 ""Leon @ FBmvb3C6ih"" (39661) | #9 ""dajafa @ 3lqztn0PtJ"" (32290)",2020-12-17T20:48:30.194Z,160823811019801
"-- starting hand #47  (No Limit Texas Hold'em) (dealer: ""Wilson @ juRPq4TIwB"") --",2020-12-17T20:48:30.194Z,160823811019800
"-- ending hand #46 --",2020-12-17T20:48:27.264Z,160823810726502
"""Leon @ FBmvb3C6ih"" collected 10122 from pot",2020-12-17T20:48:27.264Z,160823810726501
"Uncalled bet of 10122 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T20:48:27.264Z,160823810726500
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:48:26.459Z,160823810646000
"""Leon @ FBmvb3C6ih"" raises to 13496",2020-12-17T20:47:57.988Z,160823807798800
"""Wilson @ juRPq4TIwB"" bets 3374",2020-12-17T20:47:53.969Z,160823807397000
"flop:  [3♥, 8♦, 8♥]",2020-12-17T20:47:49.019Z,160823806902100
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:47:48.211Z,160823806821200
"""Wilson @ juRPq4TIwB"" calls 1437",2020-12-17T20:47:45.655Z,160823806565500
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:47:44.709Z,160823806471000
"""Leon @ FBmvb3C6ih"" raises to 1437",2020-12-17T20:47:23.450Z,160823804345100
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:47:13.017Z,160823803301800
"""Solenya @ Cm7T72VOne"" posts a big blind of 500",2020-12-17T20:47:07.296Z,160823802729708
"""Wilson @ juRPq4TIwB"" posts a small blind of 250",2020-12-17T20:47:07.296Z,160823802729707
"Your hand is 3♦, J♥",2020-12-17T20:47:07.296Z,160823802729703
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (41173) | #2 ""Solenya @ Cm7T72VOne"" (69577) | #4 ""Vaibhav @ d9aWWonCb9"" (32610) | #6 ""Leon @ FBmvb3C6ih"" (34350) | #9 ""dajafa @ 3lqztn0PtJ"" (32290)",2020-12-17T20:47:07.296Z,160823802729701
"-- starting hand #46  (No Limit Texas Hold'em) (dealer: ""dajafa @ 3lqztn0PtJ"") --",2020-12-17T20:47:07.296Z,160823802729700
"-- ending hand #45 --",2020-12-17T20:47:04.381Z,160823802438602
"""Leon @ FBmvb3C6ih"" collected 1500 from pot",2020-12-17T20:47:04.381Z,160823802438601
"Uncalled bet of 1500 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T20:47:04.381Z,160823802438600
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:47:03.573Z,160823802357300
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:46:51.951Z,160823801195200
"""Leon @ FBmvb3C6ih"" bets 1500",2020-12-17T20:46:49.879Z,160823800988000
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T20:46:43.849Z,160823800385000
"""dajafa @ 3lqztn0PtJ"" checks",2020-12-17T20:46:31.434Z,160823799143500
"flop:  [Q♠, 10♣, 8♥]",2020-12-17T20:46:28.337Z,160823798833800
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T20:46:27.530Z,160823798753100
"""dajafa @ 3lqztn0PtJ"" calls 500",2020-12-17T20:45:56.717Z,160823795671800
"""Leon @ FBmvb3C6ih"" calls 500",2020-12-17T20:45:55.252Z,160823795525300
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:45:51.393Z,160823795139400
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:45:40.847Z,160823794084800
"""Wilson @ juRPq4TIwB"" posts a big blind of 500",2020-12-17T20:45:36.463Z,160823793646408
"""dajafa @ 3lqztn0PtJ"" posts a small blind of 250",2020-12-17T20:45:36.463Z,160823793646407
"Your hand is 4♠, K♦",2020-12-17T20:45:36.463Z,160823793646403
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (41673) | #2 ""Solenya @ Cm7T72VOne"" (69577) | #4 ""Vaibhav @ d9aWWonCb9"" (32610) | #6 ""Leon @ FBmvb3C6ih"" (33350) | #9 ""dajafa @ 3lqztn0PtJ"" (32790)",2020-12-17T20:45:36.463Z,160823793646401
"-- starting hand #45  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T20:45:36.463Z,160823793646400
"-- ending hand #44 --",2020-12-17T20:45:33.556Z,160823793355802
"""Leon @ FBmvb3C6ih"" collected 7500 from pot",2020-12-17T20:45:33.556Z,160823793355801
"Uncalled bet of 5625 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T20:45:33.556Z,160823793355800
