entry,at,order
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T19:43:08.446Z,160823418844700
"""Vaibhav @ d9aWWonCb9"" calls 40",2020-12-17T19:43:07.524Z,160823418752500
"""Solenya @ Cm7T72VOne"" calls 40",2020-12-17T19:43:04.216Z,160823418421700
"""Wilson @ juRPq4TIwB"" posts a big blind of 40",2020-12-17T19:43:01.812Z,160823418183208
"""dajafa @ 3lqztn0PtJ"" posts a small blind of 20",2020-12-17T19:43:01.812Z,160823418183207
"Your hand is 2♦, 9♦",2020-12-17T19:43:01.812Z,160823418183203
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (39238) | #2 ""Solenya @ Cm7T72VOne"" (37660) | #4 ""Vaibhav @ d9aWWonCb9"" (33580) | #8 ""Leon @ FBmvb3C6ih"" (31487) | #9 ""dajafa @ 3lqztn0PtJ"" (33035)",2020-12-17T19:43:01.812Z,160823418183201
"-- starting hand #11  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T19:43:01.812Z,160823418183200
"""Vaibhav @ d9aWWonCb9"" shows a 4♦, 4♣.",2020-12-17T19:42:59.722Z,160823417972400
"-- ending hand #10 --",2020-12-17T19:42:54.765Z,160823417476702
"""Solenya @ Cm7T72VOne"" collected 5760 from pot with Three of a Kind, 8's (combination: 8♥, 8♠, 8♦, K♦, Q♦)",2020-12-17T19:42:54.765Z,160823417476701
"""Solenya @ Cm7T72VOne"" shows a 8♥, 4♥.",2020-12-17T19:42:54.765Z,160823417476700
"""dajafa @ 3lqztn0PtJ"" calls 1440",2020-12-17T19:42:53.957Z,160823417395800
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T19:42:27.732Z,160823414773300
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T19:42:26.818Z,160823414681900
"""Solenya @ Cm7T72VOne"" bets 1440",2020-12-17T19:42:16.315Z,160823413631600
"""dajafa @ 3lqztn0PtJ"" checks",2020-12-17T19:42:13.451Z,160823413345200
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T19:42:10.154Z,160823413015500
"river: 6♣, 8♠, Q♦, 8♦ [K♦]",2020-12-17T19:42:01.094Z,160823412110700
"""Vaibhav @ d9aWWonCb9"" calls 480",2020-12-17T19:42:00.273Z,160823412027400
"""Solenya @ Cm7T72VOne"" calls 480",2020-12-17T19:41:58.666Z,160823411866700
"""dajafa @ 3lqztn0PtJ"" calls 480",2020-12-17T19:41:52.409Z,160823411241000
"""Leon @ FBmvb3C6ih"" bets 480",2020-12-17T19:41:48.903Z,160823410890500
"turn: 6♣, 8♠, Q♦ [8♦]",2020-12-17T19:41:40.924Z,160823410092800
"""Leon @ FBmvb3C6ih"" calls 200",2020-12-17T19:41:40.117Z,160823410011700
"""Vaibhav @ d9aWWonCb9"" calls 200",2020-12-17T19:41:35.387Z,160823409538800
"""Solenya @ Cm7T72VOne"" calls 200",2020-12-17T19:41:31.279Z,160823409128000
"""dajafa @ 3lqztn0PtJ"" raises to 200",2020-12-17T19:41:12.884Z,160823407288500
"""Leon @ FBmvb3C6ih"" bets 40",2020-12-17T19:40:51.159Z,160823405115900
"flop:  [6♣, 8♠, Q♦]",2020-12-17T19:40:43.663Z,160823404366500
"""dajafa @ 3lqztn0PtJ"" checks",2020-12-17T19:40:42.853Z,160823404285400
"""Leon @ FBmvb3C6ih"" calls 40",2020-12-17T19:40:36.530Z,160823403653100
"""Vaibhav @ d9aWWonCb9"" calls 40",2020-12-17T19:40:35.613Z,160823403561300
"""Solenya @ Cm7T72VOne"" calls 40",2020-12-17T19:40:32.817Z,160823403281900
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T19:40:31.898Z,160823403189900
"""dajafa @ 3lqztn0PtJ"" posts a big blind of 40",2020-12-17T19:40:14.397Z,160823401439908
"""Leon @ FBmvb3C6ih"" posts a small blind of 20",2020-12-17T19:40:14.397Z,160823401439907
"Your hand is 8♥, 4♥",2020-12-17T19:40:14.397Z,160823401439903
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (39238) | #2 ""Solenya @ Cm7T72VOne"" (34060) | #4 ""Vaibhav @ d9aWWonCb9"" (34300) | #8 ""Leon @ FBmvb3C6ih"" (32207) | #9 ""dajafa @ 3lqztn0PtJ"" (35195)",2020-12-17T19:40:14.397Z,160823401439901
"-- starting hand #10  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T19:40:14.397Z,160823401439900
"""Vaibhav @ d9aWWonCb9"" shows a 7♣, 3♥.",2020-12-17T19:40:11.103Z,160823401110400
"-- ending hand #9 --",2020-12-17T19:40:06.884Z,160823400688803
"""Leon @ FBmvb3C6ih"" shows a 5♥, 9♦.",2020-12-17T19:40:06.884Z,160823400688802
"""Wilson @ juRPq4TIwB"" collected 6171 from pot with Pair, 3's (combination: 3♦, 3♣, A♠, 10♥, 7♦)",2020-12-17T19:40:06.884Z,160823400688801
"""Wilson @ juRPq4TIwB"" shows a 10♥, A♠.",2020-12-17T19:40:06.884Z,160823400688800
"""Wilson @ juRPq4TIwB"" calls 1851",2020-12-17T19:40:06.076Z,160823400607600
"""Leon @ FBmvb3C6ih"" bets 1851",2020-12-17T19:40:00.198Z,160823400019900
"river: 3♦, 7♦, 3♣, 4♥ [2♠]",2020-12-17T19:39:53.485Z,160823399348900
"""Wilson @ juRPq4TIwB"" calls 617",2020-12-17T19:39:52.677Z,160823399267800
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T19:39:50.420Z,160823399042100
"""Leon @ FBmvb3C6ih"" bets 617",2020-12-17T19:39:43.645Z,160823398364700
"turn: 3♦, 7♦, 3♣ [4♥]",2020-12-17T19:39:26.477Z,160823396648100
"""Wilson @ juRPq4TIwB"" calls 285",2020-12-17T19:39:25.668Z,160823396566800
"""dajafa @ 3lqztn0PtJ"" calls 285",2020-12-17T19:39:21.050Z,160823396105100
"""Leon @ FBmvb3C6ih"" bets 285",2020-12-17T19:39:14.682Z,160823395468300
"flop:  [3♦, 7♦, 3♣]",2020-12-17T19:39:08.073Z,160823394807400
"""Leon @ FBmvb3C6ih"" calls 120",2020-12-17T19:39:07.263Z,160823394726400
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T19:39:06.339Z,160823394633900
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T19:39:03.446Z,160823394344700
"""Wilson @ juRPq4TIwB"" calls 120",2020-12-17T19:39:02.291Z,160823394229200
"""dajafa @ 3lqztn0PtJ"" raises to 120",2020-12-17T19:38:58.869Z,160823393887000
"""Leon @ FBmvb3C6ih"" posts a big blind of 40",2020-12-17T19:38:48.270Z,160823392827110
"""Vaibhav @ d9aWWonCb9"" posts a small blind of 20",2020-12-17T19:38:48.270Z,160823392827109
"Your hand is 3♠, 8♦",2020-12-17T19:38:48.270Z,160823392827105
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (35940) | #2 ""Solenya @ Cm7T72VOne"" (34060) | #4 ""Vaibhav @ d9aWWonCb9"" (34320) | #8 ""Leon @ FBmvb3C6ih"" (35080) | #9 ""dajafa @ 3lqztn0PtJ"" (35600)",2020-12-17T19:38:48.270Z,160823392827103
"-- starting hand #9  (No Limit Texas Hold'em) (dealer: ""Solenya @ Cm7T72VOne"") --",2020-12-17T19:38:48.270Z,160823392827102
"The game's big blind was changed from 20 to 40.",2020-12-17T19:38:48.270Z,160823392827101
"The game's small blind was changed from 10 to 20.",2020-12-17T19:38:48.270Z,160823392827100
"-- ending hand #8 --",2020-12-17T19:38:45.353Z,160823392535402
"""dajafa @ 3lqztn0PtJ"" collected 1020 from pot",2020-12-17T19:38:45.353Z,160823392535401
"Uncalled bet of 200 returned to ""dajafa @ 3lqztn0PtJ""",2020-12-17T19:38:45.353Z,160823392535400
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T19:38:44.546Z,160823392454700
"""dajafa @ 3lqztn0PtJ"" bets 200",2020-12-17T19:38:38.319Z,160823391832100
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T19:38:27.467Z,160823390746800
"river: 5♣, 6♠, 4♠, Q♥ [8♠]",2020-12-17T19:38:24.143Z,160823390414700
"""Leon @ FBmvb3C6ih"" calls 160",2020-12-17T19:38:23.336Z,160823390333600
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T19:38:17.192Z,160823389719300
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T19:38:16.272Z,160823389627200
"""dajafa @ 3lqztn0PtJ"" raises to 160",2020-12-17T19:37:53.447Z,160823387344900
"""Leon @ FBmvb3C6ih"" bets 20",2020-12-17T19:37:44.057Z,160823386405800
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T19:37:38.860Z,160823385886000
"turn: 5♣, 6♠, 4♠ [Q♥]",2020-12-17T19:37:20.874Z,160823384087700
"""Solenya @ Cm7T72VOne"" calls 150",2020-12-17T19:37:20.069Z,160823384007000
"""Wilson @ juRPq4TIwB"" calls 150",2020-12-17T19:37:19.140Z,160823383914100
"""dajafa @ 3lqztn0PtJ"" calls 150",2020-12-17T19:37:14.552Z,160823383456000
"""Leon @ FBmvb3C6ih"" raises to 150",2020-12-17T19:37:03.350Z,160823382335100
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T19:36:59.459Z,160823381946300
"""Solenya @ Cm7T72VOne"" bets 50",2020-12-17T19:36:56.423Z,160823381642400
"flop:  [5♣, 6♠, 4♠]",2020-12-17T19:36:46.891Z,160823380689300
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T19:36:46.083Z,160823380608400
"""Solenya @ Cm7T72VOne"" calls 20",2020-12-17T19:36:44.480Z,160823380448100
"""Wilson @ juRPq4TIwB"" calls 20",2020-12-17T19:36:43.558Z,160823380355900
"""dajafa @ 3lqztn0PtJ"" calls 20",2020-12-17T19:36:28.565Z,160823378856600
"""Leon @ FBmvb3C6ih"" calls 20",2020-12-17T19:36:26.931Z,160823378693200
"""Vaibhav @ d9aWWonCb9"" posts a big blind of 20",2020-12-17T19:36:22.022Z,160823378202308
"""Solenya @ Cm7T72VOne"" posts a small blind of 10",2020-12-17T19:36:22.022Z,160823378202307
"Your hand is 9♣, 2♣",2020-12-17T19:36:22.022Z,160823378202303
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (36110) | #2 ""Solenya @ Cm7T72VOne"" (34230) | #4 ""Vaibhav @ d9aWWonCb9"" (34340) | #8 ""Leon @ FBmvb3C6ih"" (35410) | #9 ""dajafa @ 3lqztn0PtJ"" (34910)",2020-12-17T19:36:22.022Z,160823378202301
"-- starting hand #8  (No Limit Texas Hold'em) (dealer: ""Wilson @ juRPq4TIwB"") --",2020-12-17T19:36:22.022Z,160823378202300
"-- ending hand #7 --",2020-12-17T19:36:19.103Z,160823377910502
"""Wilson @ juRPq4TIwB"" collected 500 from pot",2020-12-17T19:36:19.103Z,160823377910501
"Uncalled bet of 500 returned to ""Wilson @ juRPq4TIwB""",2020-12-17T19:36:19.103Z,160823377910500
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T19:36:18.296Z,160823377829700
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T19:36:12.625Z,160823377262600
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T19:36:10.706Z,160823377070700
"""Wilson @ juRPq4TIwB"" bets 500",2020-12-17T19:36:01.131Z,160823376113200
"turn: 8♦, 7♣, 5♥ [10♣]",2020-12-17T19:35:55.440Z,160823375544300
"""Solenya @ Cm7T72VOne"" calls 100",2020-12-17T19:35:54.631Z,160823375463200
"""Wilson @ juRPq4TIwB"" calls 100",2020-12-17T19:35:53.714Z,160823375371600
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T19:35:49.487Z,160823374948800
"""Leon @ FBmvb3C6ih"" calls 100",2020-12-17T19:35:43.345Z,160823374334600
"""Vaibhav @ d9aWWonCb9"" bets 100",2020-12-17T19:35:38.415Z,160823373841600
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T19:35:33.818Z,160823373381900
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T19:35:31.269Z,160823373127100
"flop:  [8♦, 7♣, 5♥]",2020-12-17T19:35:22.057Z,160823372206000
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T19:35:21.230Z,160823372123100
"""Wilson @ juRPq4TIwB"" calls 20",2020-12-17T19:35:20.310Z,160823372031100
"""dajafa @ 3lqztn0PtJ"" calls 20",2020-12-17T19:35:15.543Z,160823371555900
"""Leon @ FBmvb3C6ih"" calls 20",2020-12-17T19:35:14.091Z,160823371409200
"""Vaibhav @ d9aWWonCb9"" calls 20",2020-12-17T19:35:07.698Z,160823370769900
"""Solenya @ Cm7T72VOne"" posts a big blind of 20",2020-12-17T19:35:05.350Z,160823370535108
"""Wilson @ juRPq4TIwB"" posts a small blind of 10",2020-12-17T19:35:05.350Z,160823370535107
"Your hand is 2♠, 5♣",2020-12-17T19:35:05.350Z,160823370535103
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (35730) | #2 ""Solenya @ Cm7T72VOne"" (34350) | #4 ""Vaibhav @ d9aWWonCb9"" (34460) | #8 ""Leon @ FBmvb3C6ih"" (35530) | #9 ""dajafa @ 3lqztn0PtJ"" (34930)",2020-12-17T19:35:05.350Z,160823370535101
"-- starting hand #7  (No Limit Texas Hold'em) (dealer: ""dajafa @ 3lqztn0PtJ"") --",2020-12-17T19:35:05.350Z,160823370535100
"-- ending hand #6 --",2020-12-17T19:35:02.427Z,160823370242902
"""Leon @ FBmvb3C6ih"" collected 370 from pot",2020-12-17T19:35:02.427Z,160823370242901
"Uncalled bet of 185 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T19:35:02.427Z,160823370242900
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T19:35:01.578Z,160823370159000
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T19:35:00.530Z,160823370053100
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T19:34:55.542Z,160823369554200
"""Leon @ FBmvb3C6ih"" bets 185",2020-12-17T19:34:49.450Z,160823368945100
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T19:34:44.465Z,160823368446700
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T19:34:42.331Z,160823368233300
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T19:34:41.413Z,160823368141300
"flop:  [Q♥, 3♦, 10♣]",2020-12-17T19:34:24.416Z,160823366441800
"""Vaibhav @ d9aWWonCb9"" calls 90",2020-12-17T19:34:23.610Z,160823366361100
"""Solenya @ Cm7T72VOne"" calls 90",2020-12-17T19:34:22.161Z,160823366216200
"""Wilson @ juRPq4TIwB"" calls 90",2020-12-17T19:34:21.238Z,160823366123800
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T19:34:17.668Z,160823365766900
"""Leon @ FBmvb3C6ih"" raises to 90",2020-12-17T19:34:02.775Z,160823364277700
"""Vaibhav @ d9aWWonCb9"" calls 20",2020-12-17T19:33:53.508Z,160823363351000
"""Solenya @ Cm7T72VOne"" calls 20",2020-12-17T19:33:49.791Z,160823362979200
"""Wilson @ juRPq4TIwB"" posts a big blind of 20",2020-12-17T19:33:33.105Z,160823361310708
"""dajafa @ 3lqztn0PtJ"" posts a small blind of 10",2020-12-17T19:33:33.105Z,160823361310707
"Your hand is K♠, 8♥",2020-12-17T19:33:33.105Z,160823361310703
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (35820) | #2 ""Solenya @ Cm7T72VOne"" (34440) | #4 ""Vaibhav @ d9aWWonCb9"" (34550) | #8 ""Leon @ FBmvb3C6ih"" (35250) | #9 ""dajafa @ 3lqztn0PtJ"" (34940)",2020-12-17T19:33:33.105Z,160823361310701
"-- starting hand #6  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T19:33:33.105Z,160823361310700
"-- ending hand #5 --",2020-12-17T19:33:26.581Z,160823360658302
"""Leon @ FBmvb3C6ih"" collected 500 from pot with Two Pair, A's & 3's (combination: A♣, A♥, 3♣, 3♥, Q♣)",2020-12-17T19:33:26.581Z,160823360658301
"""Leon @ FBmvb3C6ih"" shows a 3♣, 3♥.",2020-12-17T19:33:26.581Z,160823360658300
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T19:33:25.752Z,160823360575400
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T19:33:23.747Z,160823360374800
"river: Q♣, 5♦, 7♣, A♣ [A♥]",2020-12-17T19:33:20.075Z,160823360007900
"""Vaibhav @ d9aWWonCb9"" calls 150",2020-12-17T19:33:19.266Z,160823359926700
"""Leon @ FBmvb3C6ih"" bets 150",2020-12-17T19:33:15.552Z,160823359555300
"turn: Q♣, 5♦, 7♣ [A♣]",2020-12-17T19:33:07.025Z,160823358702700
"""Vaibhav @ d9aWWonCb9"" calls 60",2020-12-17T19:33:06.213Z,160823358621400
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T19:33:03.315Z,160823358331600
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T19:33:02.389Z,160823358239000
"""Leon @ FBmvb3C6ih"" bets 60",2020-12-17T19:32:49.426Z,160823356942700
"flop:  [Q♣, 5♦, 7♣]",2020-12-17T19:32:46.178Z,160823356618000
"""dajafa @ 3lqztn0PtJ"" checks",2020-12-17T19:32:45.370Z,160823356537000
"""Leon @ FBmvb3C6ih"" calls 20",2020-12-17T19:32:41.101Z,160823356110300
"""Vaibhav @ d9aWWonCb9"" calls 20",2020-12-17T19:32:37.221Z,160823355722200
"""Solenya @ Cm7T72VOne"" calls 20",2020-12-17T19:32:35.026Z,160823355502700
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T19:32:34.104Z,160823355410500
"""dajafa @ 3lqztn0PtJ"" posts a big blind of 20",2020-12-17T19:32:21.028Z,160823354103208
"""Leon @ FBmvb3C6ih"" posts a small blind of 10",2020-12-17T19:32:21.028Z,160823354103207
"Your hand is J♦, 4♣",2020-12-17T19:32:21.028Z,160823354103203
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (35820) | #2 ""Solenya @ Cm7T72VOne"" (34460) | #4 ""Vaibhav @ d9aWWonCb9"" (34780) | #8 ""Leon @ FBmvb3C6ih"" (34980) | #9 ""dajafa @ 3lqztn0PtJ"" (34960)",2020-12-17T19:32:21.028Z,160823354103201
"-- starting hand #5  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T19:32:21.028Z,160823354103200
"-- ending hand #4 --",2020-12-17T19:32:14.502Z,160823353450402
"""Wilson @ juRPq4TIwB"" collected 1440 from pot with Two Pair, 10's & 8's (combination: 10♥, 10♦, 8♣, 8♠, A♣)",2020-12-17T19:32:14.502Z,160823353450401
"""Wilson @ juRPq4TIwB"" shows a A♣, 10♥.",2020-12-17T19:32:14.502Z,160823353450400
"""Solenya @ Cm7T72VOne"" calls 480",2020-12-17T19:32:13.692Z,160823353369300
"""Wilson @ juRPq4TIwB"" bets 480",2020-12-17T19:32:06.972Z,160823352697300
"river: 10♦, 8♣, 8♠, 7♣ [4♥]",2020-12-17T19:31:59.429Z,160823351943600
"""Solenya @ Cm7T72VOne"" calls 120",2020-12-17T19:31:58.622Z,160823351862300
"""Wilson @ juRPq4TIwB"" bets 120",2020-12-17T19:31:54.756Z,160823351475700
"turn: 10♦, 8♣, 8♠ [7♣]",2020-12-17T19:31:41.373Z,160823350137500
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T19:31:40.565Z,160823350056600
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T19:31:34.358Z,160823349435900
"""Solenya @ Cm7T72VOne"" calls 80",2020-12-17T19:31:27.322Z,160823348732300
"""Wilson @ juRPq4TIwB"" bets 80",2020-12-17T19:31:26.053Z,160823348605400
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T19:31:21.206Z,160823348120700
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T19:31:14.238Z,160823347423900
